StockCode,Total_Sold,First_Sale,Last_Sale,Active_Days,Order_Count,Sales_Period,Days_Since_Last,Avg_Sales_Per_Day,Turnover_Rate,Is_Slow_Mover
21726,231,2010-12-03 17:20:00,2011-12-07 13:35:00,36,36,369,4852,6.416666666666667,0.6260162601626016,1
23405,235,2011-09-05 11:18:00,2011-12-07 11:03:00,57,57,93,4852,4.12280701754386,2.5268817204301075,1
22782,241,2010-12-13 15:46:00,2011-12-07 11:42:00,74,74,359,4852,3.2567567567567566,0.6713091922005571,1
85107,241,2010-12-09 12:49:00,2011-12-06 16:32:00,25,25,363,4852,9.64,0.6639118457300276,1
22278,243,2010-12-01 14:41:00,2011-12-07 08:45:00,82,82,371,4852,2.9634146341463414,0.6549865229110512,1
23060,244,2011-04-18 10:41:00,2011-12-07 13:12:00,39,39,234,4852,6.256410256410256,1.0427350427350428,1
23079,248,2011-05-11 13:20:00,2011-12-07 14:43:00,104,104,211,4852,2.3846153846153846,1.1753554502369667,1
21469,250,2010-12-01 13:54:00,2011-12-07 08:45:00,71,71,371,4852,3.5211267605633805,0.6738544474393531,1
21466,267,2010-12-01 13:54:00,2011-12-07 12:26:00,91,91,371,4852,2.934065934065934,0.7196765498652291,1
21455,271,2011-01-05 15:56:00,2011-12-07 13:12:00,32,32,336,4852,8.46875,0.8065476190476191,1
23067,274,2011-04-26 16:45:00,2011-12-07 13:12:00,71,71,225,4852,3.859154929577465,1.2177777777777778,1
20755,291,2010-12-01 17:35:00,2011-12-07 12:26:00,50,50,371,4852,5.82,0.784366576819407,1
22107,291,2010-12-01 12:43:00,2011-12-07 14:12:00,69,69,372,4852,4.217391304347826,0.782258064516129,1
84927F,295,2011-01-06 12:45:00,2011-12-07 10:11:00,40,40,335,4852,7.375,0.8805970149253731,1
21913,305,2010-12-01 08:45:00,2011-12-07 13:35:00,89,89,372,4852,3.4269662921348316,0.8198924731182796,1
23408,310,2011-09-07 16:27:00,2011-12-07 12:33:00,59,59,91,4852,5.254237288135593,3.4065934065934065,1
21828,311,2010-12-03 12:24:00,2011-12-07 12:41:00,68,68,370,4852,4.573529411764706,0.8405405405405405,1
21454,317,2010-12-10 13:27:00,2011-12-07 13:12:00,43,43,362,4852,7.372093023255814,0.8756906077348067,1
21534,321,2010-12-07 13:01:00,2011-12-07 11:42:00,124,124,365,4852,2.588709677419355,0.8794520547945206,1
21219,323,2010-12-06 12:23:00,2011-12-07 12:41:00,42,42,367,4852,7.690476190476191,0.8801089918256131,1
21537,326,2010-12-02 11:41:00,2011-12-07 08:45:00,57,57,370,4852,5.719298245614035,0.8810810810810811,1
21358,327,2010-12-01 12:43:00,2011-12-06 16:21:00,59,59,371,4852,5.5423728813559325,0.8814016172506739,1
22660,327,2010-12-01 15:35:00,2011-12-07 12:48:00,69,69,371,4852,4.739130434782608,0.8814016172506739,1
21622,358,2010-12-01 10:03:00,2011-12-07 14:12:00,92,92,372,4852,3.891304347826087,0.9623655913978495,1
23342,365,2011-06-24 09:22:00,2011-12-07 12:19:00,155,155,167,4852,2.3548387096774195,2.18562874251497,1
85114B,393,2010-12-01 13:17:00,2011-12-07 14:43:00,51,51,372,4852,7.705882352941177,1.0564516129032258,1
21925,403,2010-12-02 17:41:00,2011-12-06 17:49:00,65,65,370,4852,6.2,1.0891891891891892,1
23219,404,2011-06-02 09:04:00,2011-12-06 15:10:00,49,49,188,4852,8.244897959183673,2.148936170212766,1
23139,406,2011-04-21 10:19:00,2011-12-07 14:34:00,22,22,231,4852,18.454545454545453,1.7575757575757576,1
23482,415,2011-10-14 14:04:00,2011-12-06 15:10:00,36,36,54,4852,11.527777777777779,7.685185185185185,1
21204,419,2011-01-05 15:57:00,2011-12-07 12:41:00,51,51,336,4852,8.215686274509803,1.2470238095238095,1
84926F,423,2010-12-16 11:43:00,2011-12-06 17:49:00,23,23,356,4852,18.391304347826086,1.1882022471910112,1
22425,434,2010-12-02 17:17:00,2011-12-07 14:12:00,141,141,370,4852,3.078014184397163,1.172972972972973,1
22981,435,2011-03-03 15:02:00,2011-12-07 14:43:00,72,72,279,4852,6.041666666666667,1.5591397849462365,1
23419,437,2011-09-11 10:53:00,2011-12-07 11:42:00,61,61,88,4852,7.163934426229508,4.965909090909091,1
85039A,443,2010-12-15 11:21:00,2011-12-07 14:12:00,40,40,358,4852,11.075,1.2374301675977655,1
20839,452,2010-12-07 14:41:00,2011-12-07 11:06:00,49,49,365,4852,9.224489795918368,1.2383561643835617,1
20840,464,2011-04-27 15:08:00,2011-12-06 17:49:00,43,43,224,4852,10.790697674418604,2.0714285714285716,1
21991,471,2010-12-03 15:10:00,2011-12-07 13:53:00,102,102,369,4852,4.617647058823529,1.2764227642276422,1
85130C,478,2011-01-20 12:20:00,2011-12-07 14:12:00,43,43,322,4852,11.116279069767442,1.484472049689441,1
23058,486,2011-09-14 09:27:00,2011-12-07 11:42:00,44,44,85,4852,11.045454545454545,5.7176470588235295,1
85039B,491,2010-12-09 14:19:00,2011-12-07 12:41:00,51,51,363,4852,9.627450980392156,1.3526170798898072,1
23026,503,2011-06-16 17:08:00,2011-12-07 11:42:00,53,53,174,4852,9.49056603773585,2.8908045977011496,1
22085,507,2010-12-06 14:05:00,2011-12-07 13:53:00,72,73,366,4852,7.041666666666667,1.3852459016393444,1
22233,540,2010-12-06 11:38:00,2011-12-07 14:12:00,77,77,367,4852,7.012987012987013,1.4713896457765667,1
22255,542,2010-12-05 11:49:00,2011-12-07 14:39:00,44,44,368,4852,12.318181818181818,1.4728260869565217,1
85130D,552,2010-12-05 12:43:00,2011-12-07 14:12:00,51,51,368,4852,10.823529411764707,1.5,1
37449,561,2010-12-01 15:08:00,2011-12-07 14:34:00,151,152,371,4852,3.7152317880794703,1.5121293800539084,1
21822,573,2010-12-05 16:24:00,2011-12-07 11:16:00,58,58,367,4852,9.879310344827585,1.561307901907357,1
23392,587,2011-09-06 10:42:00,2011-12-07 14:43:00,78,78,93,4852,7.5256410256410255,6.311827956989247,1
22254,594,2010-12-09 12:16:00,2011-12-07 14:39:00,41,41,364,4852,14.487804878048781,1.6318681318681318,1
23403,595,2011-09-05 12:00:00,2011-12-07 12:11:00,109,110,94,4852,5.458715596330276,6.329787234042553,1
22682,618,2010-12-21 09:47:00,2011-12-06 15:36:00,79,79,351,4852,7.822784810126582,1.7606837606837606,1
22232,623,2010-12-12 11:44:00,2011-12-07 14:12:00,61,61,361,4852,10.21311475409836,1.7257617728531855,1
21463,642,2010-12-01 11:21:00,2011-12-07 10:11:00,129,129,371,4852,4.976744186046512,1.7304582210242587,1
20846,646,2010-12-13 15:12:00,2011-12-07 09:22:00,62,62,359,4852,10.419354838709678,1.799442896935933,1
22635,656,2010-12-01 13:17:00,2011-12-07 14:43:00,180,180,372,4852,3.6444444444444444,1.7634408602150538,1
22426,659,2010-12-02 13:45:00,2011-12-07 14:12:00,144,144,371,4852,4.576388888888889,1.7762803234501348,1
23435,676,2011-09-11 10:58:00,2011-12-07 13:12:00,44,44,88,4852,15.363636363636363,7.681818181818182,1
22334,684,2010-12-02 17:48:00,2011-12-07 12:48:00,91,91,370,4852,7.516483516483516,1.8486486486486486,1
22224,687,2010-12-01 09:53:00,2011-12-07 14:12:00,115,115,372,4852,5.973913043478261,1.846774193548387,1
23502,690,2011-09-22 12:02:00,2011-12-07 13:53:00,87,87,77,4852,7.931034482758621,8.96103896103896,1
47480,690,2010-12-06 12:15:00,2011-12-06 15:10:00,52,52,366,4852,13.26923076923077,1.8852459016393444,1
22696,692,2010-12-01 15:37:00,2011-12-07 12:19:00,123,123,371,4852,5.626016260162602,1.8652291105121295,1
84926D,705,2010-12-06 11:38:00,2011-12-07 10:11:00,31,31,366,4852,22.741935483870968,1.9262295081967213,1
20956,728,2010-12-03 09:31:00,2011-12-06 17:23:00,59,59,369,4852,12.338983050847459,1.97289972899729,1
22634,728,2010-12-01 13:17:00,2011-12-07 14:43:00,201,203,372,4852,3.6218905472636815,1.956989247311828,1
21452,745,2010-12-01 13:17:00,2011-12-07 14:43:00,133,133,372,4852,5.601503759398496,2.002688172043011,1
22315,759,2010-12-01 13:24:00,2011-12-07 14:12:00,119,119,372,4852,6.378151260504202,2.0403225806451615,1
23088,760,2011-05-13 12:13:00,2011-12-07 12:49:00,57,57,209,4852,13.333333333333334,3.6363636363636362,1
22639,762,2010-12-01 15:35:00,2011-12-07 11:16:00,127,127,371,4852,6.0,2.0539083557951483,1
79051A,783,2010-12-06 12:55:00,2011-12-07 10:11:00,37,37,366,4852,21.16216216216216,2.139344262295082,1
23249,790,2011-06-14 10:00:00,2011-12-07 13:46:00,68,68,177,4852,11.617647058823529,4.463276836158192,1
22186,801,2010-12-01 11:57:00,2011-12-06 15:12:00,118,118,371,4852,6.788135593220339,2.1590296495956873,1
21680,804,2010-12-06 15:13:00,2011-12-07 12:41:00,53,53,366,4852,15.169811320754716,2.19672131147541,1
85040A,805,2010-12-12 16:14:00,2011-12-07 12:41:00,125,125,360,4852,6.44,2.236111111111111,1
85130B,816,2010-12-19 14:58:00,2011-12-07 14:12:00,50,50,353,4852,16.32,2.311614730878187,1
22101,837,2010-12-07 13:45:00,2011-12-06 17:23:00,24,24,365,4852,34.875,2.293150684931507,1
21292,865,2010-12-01 12:43:00,2011-12-06 15:10:00,26,26,371,4852,33.26923076923077,2.3315363881401616,1
22623,918,2010-12-01 08:34:00,2011-12-07 13:35:00,219,219,372,4852,4.191780821917808,2.467741935483871,1
21340,925,2010-12-01 09:53:00,2011-12-07 12:55:00,260,260,372,4852,3.5576923076923075,2.486559139784946,1
23244,925,2011-06-08 13:35:00,2011-12-07 08:45:00,105,105,182,4852,8.80952380952381,5.082417582417582,1
21745,926,2010-12-02 14:26:00,2011-12-07 11:43:00,205,205,370,4852,4.517073170731707,2.502702702702703,1
23273,928,2011-06-05 14:06:00,2011-12-06 14:50:00,97,97,185,4852,9.56701030927835,5.0162162162162165,1
22937,939,2010-12-08 10:40:00,2011-12-07 08:45:00,136,136,364,4852,6.904411764705882,2.57967032967033,1
21198,963,2010-12-20 10:48:00,2011-12-07 11:42:00,50,50,353,4852,19.26,2.728045325779037,1
46000M,1008,2010-12-01 12:35:00,2011-12-07 14:12:00,133,133,372,4852,7.578947368421052,2.7096774193548385,1
20828,1010,2010-12-02 13:32:00,2011-12-06 16:21:00,176,177,370,4852,5.738636363636363,2.72972972972973,1
21245,1011,2010-12-01 11:49:00,2011-12-07 10:12:00,100,100,371,4852,10.11,2.725067385444744,1
20985,1013,2010-12-05 15:12:00,2011-12-07 08:38:00,87,87,367,4852,11.64367816091954,2.760217983651226,1
22311,1049,2010-12-01 13:38:00,2011-12-06 16:33:00,93,93,371,4852,11.279569892473118,2.8274932614555257,1
21679,1054,2010-12-02 11:21:00,2011-12-07 13:53:00,87,87,371,4852,12.114942528735632,2.8409703504043127,1
21584,1059,2010-12-01 12:23:00,2011-12-07 12:21:00,146,146,371,4852,7.2534246575342465,2.8544474393530996,1
85034C,1068,2010-12-03 15:45:00,2011-12-07 12:41:00,129,131,369,4852,8.279069767441861,2.894308943089431,1
22653,1071,2010-12-01 12:43:00,2011-12-07 13:53:00,118,118,372,4852,9.076271186440678,2.879032258064516,1
22731,1075,2010-12-01 12:23:00,2011-12-07 12:48:00,105,105,372,4852,10.238095238095237,2.889784946236559,1
21714,1079,2010-12-02 15:46:00,2011-12-07 14:12:00,126,126,370,4852,8.563492063492063,2.9162162162162164,1
22975,1118,2010-12-01 11:45:00,2011-12-07 12:51:00,142,142,372,4852,7.873239436619718,3.0053763440860215,1
21955,1157,2010-12-01 11:45:00,2011-12-07 08:41:00,155,155,371,4852,7.464516129032258,3.118598382749326,1
22967,1159,2011-01-14 14:11:00,2011-12-07 14:39:00,131,131,328,4852,8.84732824427481,3.533536585365854,1
84826,1159,2010-12-02 10:27:00,2011-12-07 13:35:00,30,30,371,4852,38.63333333333333,3.123989218328841,1
23691,1175,2011-11-02 11:52:00,2011-12-07 14:34:00,38,38,36,4852,30.92105263157895,32.638888888888886,1
22187,1183,2010-12-01 13:20:00,2011-12-07 14:34:00,145,145,372,4852,8.158620689655173,3.1801075268817205,1
85049C,1196,2010-12-01 11:29:00,2011-12-07 13:12:00,205,205,372,4852,5.8341463414634145,3.21505376344086,1
22403,1222,2010-12-05 11:10:00,2011-12-07 12:17:00,85,85,368,4852,14.376470588235295,3.3206521739130435,1
23031,1228,2011-06-14 13:51:00,2011-12-07 14:39:00,138,138,177,4852,8.898550724637682,6.937853107344632,1
21015,1249,2011-05-18 11:42:00,2011-12-07 14:39:00,66,66,204,4852,18.924242424242426,6.122549019607843,1
85230B,1264,2010-12-03 14:26:00,2011-12-06 15:43:00,38,38,369,4852,33.26315789473684,3.4254742547425474,1
21700,1266,2010-12-02 14:40:00,2011-12-07 13:46:00,85,85,370,4852,14.894117647058824,3.4216216216216218,1
85048,1266,2010-12-01 15:37:00,2011-12-07 14:34:00,214,214,371,4852,5.91588785046729,3.4123989218328843,1
21934,1288,2010-12-01 09:41:00,2011-12-06 15:17:00,143,143,371,4852,9.006993006993007,3.4716981132075473,1
22117,1290,2010-12-01 11:21:00,2011-12-06 17:23:00,72,72,371,4852,17.916666666666668,3.477088948787062,1
23217,1290,2011-06-02 09:37:00,2011-12-06 15:10:00,84,84,188,4852,15.357142857142858,6.861702127659575,1
37446,1290,2010-12-01 15:08:00,2011-12-06 17:49:00,147,148,371,4852,8.775510204081632,3.477088948787062,1
22965,1316,2010-12-01 16:17:00,2011-12-07 12:43:00,206,206,371,4852,6.388349514563107,3.547169811320755,1
23312,1364,2011-07-17 13:25:00,2011-12-07 10:12:00,193,193,143,4852,7.067357512953368,9.538461538461538,1
85062,1368,2010-12-05 15:38:00,2011-12-07 14:34:00,132,132,367,4852,10.363636363636363,3.7275204359673024,1
22400,1386,2010-12-01 15:00:00,2011-12-07 13:38:00,143,143,371,4852,9.692307692307692,3.7358490566037736,1
22478,1411,2010-12-05 11:49:00,2011-12-07 09:22:00,76,76,367,4852,18.56578947368421,3.844686648501362,1
23242,1430,2011-06-08 12:49:00,2011-12-07 14:43:00,187,187,183,4852,7.647058823529412,7.814207650273224,1
23169,1451,2011-05-12 10:10:00,2011-12-06 17:49:00,262,262,209,4852,5.538167938931298,6.942583732057416,1
21531,1469,2010-12-02 18:08:00,2011-12-07 08:03:00,206,206,370,4852,7.131067961165049,3.9702702702702704,1
22733,1471,2010-12-02 11:35:00,2011-12-07 14:12:00,140,141,371,4852,10.507142857142858,3.964959568733154,1
22732,1522,2010-12-03 12:11:00,2011-12-07 13:53:00,126,126,370,4852,12.079365079365079,4.113513513513514,1
23365,1529,2011-09-22 12:13:00,2011-12-07 13:53:00,128,128,77,4852,11.9453125,19.857142857142858,1
85049G,1573,2010-12-01 11:29:00,2011-12-07 13:12:00,227,227,372,4852,6.929515418502203,4.228494623655914,1
23547,1575,2011-07-20 14:39:00,2011-12-06 15:43:00,62,62,140,4852,25.403225806451612,11.25,1
71053,1633,2010-12-01 08:26:00,2011-12-07 14:12:00,250,250,372,4852,6.532,4.389784946236559,1
21090,1664,2010-12-05 12:42:00,2011-12-07 12:41:00,116,116,367,4852,14.344827586206897,4.5340599455040875,1
22079,1701,2010-12-05 11:02:00,2011-12-07 14:12:00,225,225,368,4852,7.56,4.622282608695652,1
16011,1749,2010-12-05 12:53:00,2011-12-07 12:41:00,46,46,367,4852,38.02173913043478,4.76566757493188,1
23434,1782,2011-09-11 10:58:00,2011-12-07 13:12:00,133,134,88,4852,13.398496240601503,20.25,1
22815,1798,2010-12-01 13:17:00,2011-12-07 10:11:00,113,113,371,4852,15.91150442477876,4.846361185983827,1
22093,1823,2010-12-05 13:42:00,2011-12-06 16:21:00,153,153,367,4852,11.915032679738562,4.967302452316076,1
22773,1840,2010-12-01 11:29:00,2011-12-07 12:49:00,145,145,372,4852,12.689655172413794,4.946236559139785,1
21504,1860,2010-12-02 13:14:00,2011-12-07 13:46:00,96,96,371,4852,19.375,5.013477088948787,1
22266,1860,2011-01-07 16:32:00,2011-12-07 12:55:00,78,78,334,4852,23.846153846153847,5.568862275449102,1
22156,1873,2010-12-05 10:54:00,2011-12-06 15:10:00,152,152,367,4852,12.322368421052632,5.1035422343324255,1
22131,1884,2010-12-02 11:41:00,2011-12-06 17:23:00,179,180,370,4852,10.525139664804469,5.091891891891892,1
10135,1936,2010-12-02 10:35:00,2011-12-07 13:35:00,117,117,371,4852,16.54700854700855,5.218328840970351,1
82578,1954,2010-12-01 11:21:00,2011-12-07 14:12:00,218,220,372,4852,8.963302752293577,5.252688172043011,1
22602,1960,2010-12-02 09:29:00,2011-12-07 14:01:00,174,174,371,4852,11.264367816091953,5.283018867924528,1
23332,1979,2011-08-07 15:43:00,2011-12-07 14:34:00,267,267,122,4852,7.411985018726591,16.221311475409838,1
23186,1982,2011-03-08 17:23:00,2011-12-07 08:45:00,70,70,274,4852,28.314285714285713,7.233576642335766,1
22774,1983,2010-12-01 09:41:00,2011-12-07 11:42:00,97,97,372,4852,20.443298969072163,5.330645161290323,1
23333,2009,2011-08-08 14:37:00,2011-12-07 14:12:00,214,216,121,4852,9.38785046728972,16.60330578512397,1
22615,2022,2010-12-01 13:24:00,2011-12-07 13:53:00,69,69,372,4852,29.304347826086957,5.435483870967742,1
48188,2027,2010-12-06 11:26:00,2011-12-06 17:23:00,250,252,366,4852,8.108,5.538251366120218,1
21974,2036,2010-12-02 13:14:00,2011-12-07 14:43:00,229,229,371,4852,8.890829694323145,5.487870619946092,1
22706,2050,2010-12-01 11:41:00,2011-12-07 10:12:00,69,69,371,4852,29.71014492753623,5.525606469002695,1
72351B,2058,2010-12-06 12:34:00,2011-12-07 13:53:00,156,156,367,4852,13.192307692307692,5.607629427792916,1
21989,2065,2010-12-02 12:47:00,2011-12-07 13:53:00,205,205,371,4852,10.073170731707316,5.566037735849057,1
22436,2089,2010-12-02 13:32:00,2011-12-07 12:48:00,139,139,370,4852,15.028776978417266,5.645945945945946,1
23090,2129,2011-05-16 08:13:00,2011-12-07 13:53:00,121,122,206,4852,17.59504132231405,10.33495145631068,1
21650,2197,2010-12-05 12:53:00,2011-12-07 12:55:00,61,61,368,4852,36.01639344262295,5.970108695652174,1
21084,2199,2011-01-07 12:28:00,2011-12-07 12:41:00,103,103,335,4852,21.349514563106798,6.564179104477612,1
23311,2199,2011-07-14 13:28:00,2011-12-07 13:53:00,281,281,147,4852,7.825622775800712,14.959183673469388,1
22066,2232,2010-12-20 14:59:00,2011-12-06 16:21:00,131,131,352,4852,17.0381679389313,6.340909090909091,1
22601,2235,2010-12-01 13:54:00,2011-12-07 11:42:00,150,150,371,4852,14.9,6.024258760107816,1
22813,2265,2010-12-01 11:41:00,2011-12-07 13:35:00,154,154,372,4852,14.707792207792208,6.088709677419355,1
22024,2280,2010-12-01 12:35:00,2011-12-06 16:34:00,129,129,371,4852,17.674418604651162,6.1455525606469,1
47590B,2283,2010-12-02 11:41:00,2011-12-07 13:23:00,358,359,371,4852,6.377094972067039,6.153638814016173,1
22792,2289,2010-12-02 08:43:00,2011-12-06 16:32:00,128,128,370,4852,17.8828125,6.186486486486486,1
21035,2315,2010-12-01 08:45:00,2011-12-07 13:53:00,219,219,372,4852,10.570776255707763,6.223118279569892,1
85212,2427,2010-12-15 14:45:00,2011-12-07 12:55:00,70,70,357,4852,34.67142857142857,6.798319327731092,1
21932,2463,2010-12-03 12:24:00,2011-12-07 12:55:00,317,319,370,4852,7.769716088328075,6.6567567567567565,1
22997,2477,2011-02-17 13:47:00,2011-12-07 11:27:00,181,181,293,4852,13.685082872928177,8.453924914675769,1
22082,2525,2010-12-01 12:23:00,2011-12-07 14:12:00,334,334,372,4852,7.559880239520958,6.787634408602151,1
21833,2628,2010-12-01 14:05:00,2011-12-07 12:26:00,120,120,371,4852,21.9,7.083557951482479,1
16235,2629,2010-12-02 12:16:00,2011-12-07 12:41:00,80,80,371,4852,32.8625,7.086253369272237,1
22984,2654,2010-12-05 15:46:00,2011-12-06 15:43:00,140,140,366,4852,18.957142857142856,7.251366120218579,1
22174,2667,2010-12-01 10:19:00,2011-12-07 10:11:00,169,169,371,4852,15.781065088757396,7.188679245283019,1
22435,2671,2010-12-01 11:21:00,2011-12-07 13:38:00,213,213,372,4852,12.539906103286384,7.18010752688172,1
22944,2704,2010-12-03 14:04:00,2011-12-06 14:52:00,57,57,369,4852,47.43859649122807,7.327913279132791,1
22437,2725,2010-12-02 12:47:00,2011-12-07 13:53:00,173,173,371,4852,15.751445086705202,7.345013477088949,1
22158,2845,2010-12-03 10:43:00,2011-12-07 14:34:00,261,261,370,4852,10.900383141762452,7.6891891891891895,1
23175,3062,2011-05-10 10:34:00,2011-12-06 14:52:00,269,272,211,4852,11.382899628252789,14.511848341232227,1
21242,3071,2010-12-01 11:49:00,2011-12-07 10:12:00,222,222,371,4852,13.833333333333334,8.277628032345014,1
22713,3249,2010-12-01 12:31:00,2011-12-06 16:34:00,149,149,371,4852,21.80536912751678,8.757412398921833,1
22568,3277,2010-12-01 11:45:00,2011-12-07 13:46:00,417,417,372,4852,7.858513189448441,8.809139784946236,1
16216,3316,2010-12-12 13:47:00,2011-12-07 12:41:00,41,41,360,4852,80.8780487804878,9.21111111111111,1
23354,3343,2011-08-02 14:04:00,2011-12-07 14:43:00,261,261,128,4852,12.808429118773946,26.1171875,1
84950,3349,2010-12-02 16:48:00,2011-12-07 13:53:00,87,87,370,4852,38.49425287356322,9.051351351351352,1
22714,3367,2010-12-01 11:41:00,2011-12-06 15:17:00,155,155,371,4852,21.72258064516129,9.075471698113208,1
21385,3558,2010-12-02 12:10:00,2011-12-06 14:50:00,205,205,370,4852,17.35609756097561,9.616216216216216,1
21390,3778,2010-12-02 11:41:00,2011-12-06 17:23:00,174,174,370,4852,21.71264367816092,10.21081081081081,1
22297,3856,2010-12-01 11:29:00,2011-12-07 12:55:00,221,221,372,4852,17.447963800904976,10.365591397849462,1
22333,4389,2010-12-01 12:23:00,2011-12-07 12:48:00,267,267,372,4852,16.43820224719101,11.798387096774194,1
62018,4402,2010-12-05 12:53:00,2011-12-06 16:33:00,59,59,367,4852,74.61016949152543,11.994550408719347,1
21672,4534,2010-12-01 09:41:00,2011-12-07 12:49:00,307,307,372,4852,14.768729641693811,12.188172043010752,1
22608,4897,2010-12-14 12:59:00,2011-12-07 12:55:00,84,84,358,4852,58.29761904761905,13.67877094972067,1
23286,4901,2011-06-12 13:12:00,2011-12-07 14:43:00,164,164,179,4852,29.884146341463413,27.379888268156424,1
22983,5026,2010-12-01 12:35:00,2011-12-07 13:46:00,331,332,372,4852,15.18429003021148,13.510752688172044,1
21981,5281,2010-12-01 13:24:00,2011-12-07 13:53:00,190,190,372,4852,27.794736842105262,14.196236559139784,1
22294,5362,2010-12-01 12:15:00,2011-12-06 14:56:00,246,246,371,4852,21.796747967479675,14.452830188679245,1
82580,5503,2010-12-01 11:21:00,2011-12-07 14:12:00,381,383,372,4852,14.443569553805775,14.793010752688172,1
22771,5657,2010-12-01 09:41:00,2011-12-07 14:39:00,321,321,372,4852,17.623052959501557,15.206989247311828,1
22065,6418,2010-12-01 15:37:00,2011-12-07 12:55:00,164,164,371,4852,39.13414634146341,17.299191374663074,1
23078,6607,2011-03-24 10:40:00,2011-12-07 12:11:00,213,213,259,4852,31.018779342723004,25.50965250965251,1
20723,6842,2010-12-01 09:37:00,2011-12-07 12:33:00,490,492,372,4852,13.963265306122448,18.392473118279568,1
16161P,7201,2010-12-02 18:08:00,2011-12-07 11:43:00,247,248,370,4852,29.153846153846153,19.462162162162162,1
22610,9110,2010-12-01 11:41:00,2011-12-07 12:55:00,171,171,372,4852,53.27485380116959,24.489247311827956,1
84212,10297,2010-12-03 12:24:00,2011-12-06 15:43:00,103,103,369,4852,99.97087378640776,27.905149051490515,1
90022,8,2010-12-21 16:08:00,2011-12-07 16:56:00,4,4,352,4851,2.0,0.022727272727272728,1
90161A,9,2010-12-17 17:17:00,2011-12-07 16:56:00,6,6,355,4851,1.5,0.02535211267605634,1
90081C,11,2010-12-10 11:31:00,2011-12-07 16:56:00,6,6,363,4851,1.8333333333333333,0.030303030303030304,1
90073,13,2011-01-23 13:31:00,2011-12-07 16:56:00,4,4,319,4851,3.25,0.04075235109717868,1
90214F,13,2011-12-05 15:48:00,2011-12-07 15:07:00,2,2,2,4851,6.5,6.5,1
21344,14,2011-07-06 11:10:00,2011-12-08 12:54:00,5,5,156,4851,2.8,0.08974358974358974,1
21370,15,2010-12-01 12:31:00,2011-12-07 16:56:00,8,8,372,4851,1.875,0.04032258064516129,1
90081A,15,2010-12-02 13:49:00,2011-12-07 16:56:00,8,8,371,4851,1.875,0.04043126684636118,1
90214R,15,2011-01-19 16:08:00,2011-12-08 14:39:00,4,4,323,4851,3.75,0.04643962848297214,1
72783,16,2011-11-06 16:07:00,2011-12-08 12:54:00,2,2,32,4851,8.0,0.5,1
90183A,20,2011-09-01 12:17:00,2011-12-07 16:56:00,5,5,98,4851,4.0,0.20408163265306123,1
90082A,21,2010-12-02 13:49:00,2011-12-07 16:56:00,10,10,371,4851,2.1,0.05660377358490566,1
90214H,22,2011-06-09 13:08:00,2011-12-07 16:56:00,6,6,182,4851,3.6666666666666665,0.12087912087912088,1
20933,23,2011-01-05 15:56:00,2011-12-08 11:15:00,9,9,337,4851,2.5555555555555554,0.06824925816023739,1
90192,23,2011-02-14 15:23:00,2011-12-07 16:56:00,8,8,297,4851,2.875,0.07744107744107744,1
21366,24,2010-12-06 12:21:00,2011-12-07 15:07:00,10,10,367,4851,2.4,0.0653950953678474,1
90082B,25,2010-12-02 13:49:00,2011-12-07 16:56:00,10,10,371,4851,2.5,0.0673854447439353,1
90214I,25,2011-07-13 12:18:00,2011-12-08 13:50:00,3,3,149,4851,8.333333333333334,0.16778523489932887,1
90214P,28,2011-03-07 13:33:00,2011-12-08 13:50:00,6,6,277,4851,4.666666666666667,0.10108303249097472,1
90161D,31,2010-12-15 10:57:00,2011-12-07 16:56:00,9,9,358,4851,3.4444444444444446,0.08659217877094973,1
23459,33,2011-10-16 12:19:00,2011-12-08 12:10:00,19,19,53,4851,1.736842105263158,0.6226415094339622,1
90214G,34,2011-01-23 15:34:00,2011-12-07 15:07:00,7,7,318,4851,4.857142857142857,0.1069182389937107,1
85136C,35,2010-12-01 14:05:00,2011-12-08 13:26:00,25,25,372,4851,1.4,0.09408602150537634,1
84805B,38,2011-09-16 14:04:00,2011-12-07 15:16:00,3,3,83,4851,12.666666666666666,0.4578313253012048,1
90214D,39,2010-12-20 14:33:00,2011-12-08 13:43:00,7,7,353,4851,5.571428571428571,0.11048158640226628,1
90214S,40,2010-12-01 16:57:00,2011-12-08 13:43:00,6,6,372,4851,6.666666666666667,0.10752688172043011,1
90200A,41,2010-12-01 12:23:00,2011-12-07 16:56:00,16,16,372,4851,2.5625,0.11021505376344086,1
90214E,41,2011-06-07 10:55:00,2011-12-08 13:50:00,8,8,185,4851,5.125,0.22162162162162163,1
21628,43,2010-12-09 11:48:00,2011-12-08 11:25:00,16,16,364,4851,2.6875,0.11813186813186813,1
90161B,45,2010-12-12 16:14:00,2011-12-07 16:56:00,12,12,361,4851,3.75,0.12465373961218837,1
90161C,45,2010-12-15 10:57:00,2011-12-07 16:56:00,15,15,358,4851,3.0,0.12569832402234637,1
21128,47,2010-12-09 14:50:00,2011-12-07 15:56:00,16,16,364,4851,2.9375,0.12912087912087913,1
21420,47,2011-01-20 12:04:00,2011-12-07 16:47:00,13,13,322,4851,3.6153846153846154,0.14596273291925466,1
72811,49,2011-04-28 10:20:00,2011-12-08 12:26:00,6,6,225,4851,8.166666666666666,0.21777777777777776,1
90214L,51,2011-06-09 13:08:00,2011-12-08 13:43:00,5,5,183,4851,10.2,0.2786885245901639,1
